YEAR|RACE|SEX|SITE|EVENT_TYPE|AGE_ADJUSTED_CI_LOWER|AGE_ADJUSTED_CI_UPPER|AGE_ADJUSTED_RATE|COUNT|POPULATION|CRUDE_CI_LOWER|CRUDE_CI_UPPER|CRUDE_RATE
2002|Hispanic|Male and Female|Chronic Myeloid|Mortality|0.3|0.5|0.4|72|38613475|0.1|0.2|0.2
2003|Hispanic|Male and Female|Chronic Myeloid|Incidence|1.3|1.6|1.5|349|39280356|0.8|1.0|0.9
2003|Hispanic|Male and Female|Chronic Myeloid|Mortality|0.2|0.4|0.3|62|40045314|0.1|0.2|0.2
2004|Hispanic|Male and Female|Chronic Myeloid|Incidence|1.3|1.6|1.5|368|40857790|0.8|1.0|0.9
2004|Hispanic|Male and Female|Chronic Myeloid|Mortality|0.3|0.5|0.4|88|41497385|0.2|0.3|0.2
2005|Hispanic|Male and Female|Chronic Myeloid|Incidence|1.2|1.5|1.3|356|42335376|0.8|0.9|0.8
2005|Hispanic|Male and Female|Chronic Myeloid|Mortality|0.2|0.4|0.3|75|43019534|0.1|0.2|0.2
2006|Hispanic|Male and Female|Chronic Myeloid|Incidence|1.4|1.7|1.6|424|43873126|0.9|1.1|1.0
2006|Hispanic|Male and Female|Chronic Myeloid|Mortality|0.2|0.3|0.3|60|44602146|0.1|0.2|0.1
2006-2010|Hispanic|Male and Female|Chronic Myeloid|Incidence|1.4|1.5|1.4|2189|233800497|0.9|1.0|0.9
2006-2010|Hispanic|Male and Female|Chronic Myeloid|Mortality|0.2|0.3|0.2|322|238694501|0.1|0.2|0.1
2007|Hispanic|Male and Female|Chronic Myeloid|Incidence|1.2|1.5|1.3|411|45969394|0.8|1.0|0.9
2007|Hispanic|Male and Female|Chronic Myeloid|Mortality|0.1|0.3|0.2|48|46192955|0.1|0.1|0.1
2008|Hispanic|Male and Female|Chronic Myeloid|Incidence|1.3|1.6|1.4|447|47555756|0.9|1.0|0.9
2008|Hispanic|Male and Female|Chronic Myeloid|Mortality|0.2|0.3|0.3|72|47789785|0.1|0.2|0.2
2009|Hispanic|Male and Female|Chronic Myeloid|Incidence|1.3|1.6|1.4|478|49080493|0.9|1.1|1.0
2009|Hispanic|Male and Female|Chronic Myeloid|Mortality|0.2|0.3|0.3|71|49323387|0.1|0.2|0.1
2010|Hispanic|Male and Female|Chronic Myeloid|Incidence|1.2|1.5|1.4|443|50347107|0.8|1.0|0.9
2010|Hispanic|Male and Female|Chronic Myeloid|Mortality|0.2|0.3|0.2|71|50786228|0.1|0.2|0.1
1999|Hispanic|Male and Female|Colon and Rectum|Incidence|44.2|46.5|45.4|6690|32524339|20.1|21.1|20.6
1999|Hispanic|Male and Female|Colon and Rectum|Mortality|13.8|15.1|14.5|2032|33934129|5.7|6.3|6.0
2000|Hispanic|Male and Female|Colon and Rectum|Incidence|44.8|47.1|45.9|7225|34529153|20.4|21.4|20.9
2000|Hispanic|Male and Female|Colon and Rectum|Mortality|13.4|14.7|14.0|2117|35658334|5.7|6.2|5.9
2001|Hispanic|Male and Female|Colon and Rectum|Incidence|44.3|46.5|45.4|7594|36382120|20.4|21.3|20.9
2001|Hispanic|Male and Female|Colon and Rectum|Mortality|13.7|15.0|14.3|2241|37140221|5.8|6.3|6.0
2002|Hispanic|Male and Female|Colon and Rectum|Incidence|43.3|45.4|44.4|7857|37701101|20.4|21.3|20.8
2002|Hispanic|Male and Female|Colon and Rectum|Mortality|13.6|14.8|14.1|2346|38613475|5.8|6.3|6.1
2003|Hispanic|Male and Female|Colon and Rectum|Incidence|42.9|44.9|43.9|8323|39280356|20.7|21.6|21.2
2003|Hispanic|Male and Female|Colon and Rectum|Mortality|13.3|14.5|13.9|2461|40045314|5.9|6.4|6.1
2004|Hispanic|Male and Female|Colon and Rectum|Incidence|43.3|45.2|44.3|8841|40857790|21.2|22.1|21.6
2004|Hispanic|Male and Female|Colon and Rectum|Mortality|12.7|13.8|13.3|2441|41497385|5.7|6.1|5.9
2005|Hispanic|Male and Female|Colon and Rectum|Incidence|41.8|43.7|42.7|9054|42335376|20.9|21.8|21.4
2005|Hispanic|Male and Female|Colon and Rectum|Mortality|12.7|13.8|13.2|2538|43019534|5.7|6.1|5.9
2006|Hispanic|Male and Female|Colon and Rectum|Incidence|41.2|43.0|42.1|9360|43873126|20.9|21.8|21.3
2006|Hispanic|Male and Female|Colon and Rectum|Mortality|12.9|14.0|13.5|2749|44602146|5.9|6.4|6.2
2006-2010|Hispanic|Male and Female|Colon and Rectum|Incidence|38.6|39.3|38.9|48425|233800497|20.5|20.9|20.7
2006-2010|Hispanic|Male and Female|Colon and Rectum|Mortality|12.5|12.9|12.7|14680|238694501|6.1|6.3|6.2
2007|Hispanic|Male and Female|Colon and Rectum|Incidence|39.7|41.4|40.5|9650|45969394|20.6|21.4|21.0
2007|Hispanic|Male and Female|Colon and Rectum|Mortality|12.3|13.3|12.8|2792|46192955|5.8|6.3|6.0
2008|Hispanic|Male and Female|Colon and Rectum|Incidence|39.0|40.7|39.9|9935|47555756|20.5|21.3|20.9
2008|Hispanic|Male and Female|Colon and Rectum|Mortality|12.2|13.2|12.7|2935|47789785|5.9|6.4|6.1
2009|Hispanic|Male and Female|Colon and Rectum|Incidence|37.1|38.7|37.9|10039|49080493|20.1|20.9|20.5
2009|Hispanic|Male and Female|Colon and Rectum|Mortality|12.2|13.2|12.7|3069|49323387|6.0|6.4|6.2
2010|Hispanic|Male and Female|Colon and Rectum|Incidence|34.1|35.5|34.8|9774|50347107|19.0|19.8|19.4
2010|Hispanic|Male and Female|Colon and Rectum|Mortality|11.6|12.5|12.1|3135|50786228|6.0|6.4|6.2
1999|Hispanic|Male and Female|Colon excluding Rectum|Incidence|31.5|33.5|32.5|4671|32524339|14.0|14.8|14.4
1999|Hispanic|Male and Female|Colon excluding Rectum|Mortality|11.7|13.0|12.4|1717|33934129|4.8|5.3|5.1
2000|Hispanic|Male and Female|Colon excluding Rectum|Incidence|31.6|33.5|32.5|4997|34529153|14.1|14.9|14.5
2000|Hispanic|Male and Female|Colon excluding Rectum|Mortality|11.4|12.5|11.9|1775|35658334|4.7|5.2|5.0
2001|Hispanic|Male and Female|Colon excluding Rectum|Incidence|31.2|33.1|32.1|5201|36382120|13.9|14.7|14.3
2001|Hispanic|Male and Female|Colon excluding Rectum|Mortality|11.6|12.7|12.1|1872|37140221|4.8|5.3|5.0
2002|Hispanic|Male and Female|Colon excluding Rectum|Incidence|30.7|32.5|31.6|5455|37701101|14.1|14.9|14.5
2002|Hispanic|Male and Female|Colon excluding Rectum|Mortality|11.6|12.7|12.1|1986|38613475|4.9|5.4|5.1
2003|Hispanic|Male and Female|Colon excluding Rectum|Incidence|30.3|32.0|31.2|5757|39280356|14.3|15.0|14.7
2003|Hispanic|Male and Female|Colon excluding Rectum|Mortality|11.1|12.2|11.6|2030|40045314|4.9|5.3|5.1
2004|Hispanic|Male and Female|Colon excluding Rectum|Incidence|30.6|32.3|31.4|6142|40857790|14.7|15.4|15.0
2004|Hispanic|Male and Female|Colon excluding Rectum|Mortality|10.8|11.9|11.4|2057|41497385|4.7|5.2|5.0
2005|Hispanic|Male and Female|Colon excluding Rectum|Incidence|29.5|31.1|30.3|6235|42335376|14.4|15.1|14.7
2005|Hispanic|Male and Female|Colon excluding Rectum|Mortality|10.6|11.6|11.1|2117|43019534|4.7|5.1|4.9
2006|Hispanic|Male and Female|Colon excluding Rectum|Incidence|29.3|30.8|30.1|6494|43873126|14.4|15.2|14.8
2006|Hispanic|Male and Female|Colon excluding Rectum|Mortality|10.9|11.9|11.4|2299|44602146|4.9|5.4|5.2
2006-2010|Hispanic|Male and Female|Colon excluding Rectum|Incidence|27.2|27.8|27.5|33271|233800497|14.1|14.4|14.2
2006-2010|Hispanic|Male and Female|Colon excluding Rectum|Mortality|10.4|10.8|10.6|12103|238694501|5.0|5.2|5.1
2007|Hispanic|Male and Female|Colon excluding Rectum|Incidence|28.1|29.5|28.8|6674|45969394|14.2|14.9|14.5
2007|Hispanic|Male and Female|Colon excluding Rectum|Mortality|10.3|11.2|10.7|2305|46192955|4.8|5.2|5.0
2008|Hispanic|Male and Female|Colon excluding Rectum|Incidence|27.2|28.6|27.9|6766|47555756|13.9|14.6|14.2
2008|Hispanic|Male and Female|Colon excluding Rectum|Mortality|10.2|11.1|10.6|2424|47789785|4.9|5.3|5.1
2009|Hispanic|Male and Female|Colon excluding Rectum|Incidence|26.3|27.6|27.0|6913|49080493|13.8|14.4|14.1
2009|Hispanic|Male and Female|Colon excluding Rectum|Mortality|10.1|11.0|10.5|2514|49323387|4.9|5.3|5.1
2010|Hispanic|Male and Female|Colon excluding Rectum|Incidence|23.7|25.0|24.3|6656|50347107|12.9|13.5|13.2
2010|Hispanic|Male and Female|Colon excluding Rectum|Mortality|9.6|10.4|10.0|2561|50786228|4.8|5.2|5.0
1999|Hispanic|Male and Female|Corpus|Incidence|16.2|17.9|17.0|1620|15874246|9.7|10.7|10.2
1999|Hispanic|Male and Female|Corpus|Mortality|1.2|1.8|1.5|128|16499783|0.6|0.9|0.8
2000|Hispanic|Male and Female|Corpus|Incidence|17.5|19.2|18.3|1859|16829143|10.5|11.6|11.0
2000|Hispanic|Male and Female|Corpus|Mortality|1.0|1.5|1.2|112|17318115|0.5|0.8|0.6
2001|Hispanic|Male and Female|Corpus|Incidence|16.8|18.4|17.6|1907|17712991|10.3|11.3|10.8
2001|Hispanic|Male and Female|Corpus|Mortality|1.1|1.6|1.4|125|18057155|0.6|0.8|0.7
2002|Hispanic|Male and Female|Corpus|Incidence|17.7|19.4|18.6|2103|18382818|11.0|11.9|11.4
2002|Hispanic|Male and Female|Corpus|Mortality|1.3|1.8|1.5|150|18797669|0.7|0.9|0.8
2003|Hispanic|Male and Female|Corpus|Incidence|17.0|18.6|17.8|2132|19177459|10.7|11.6|11.1
2003|Hispanic|Male and Female|Corpus|Mortality|1.0|1.5|1.2|127|19529116|0.5|0.8|0.7
2004|Hispanic|Male and Female|Corpus|Incidence|18.2|19.7|18.9|2402|19963155|11.6|12.5|12.0
2004|Hispanic|Male and Female|Corpus|Mortality|1.0|1.5|1.2|135|20263650|0.6|0.8|0.7
2005|Hispanic|Male and Female|Corpus|Incidence|17.7|19.2|18.4|2483|20711559|11.5|12.5|12.0
2005|Hispanic|Male and Female|Corpus|Mortality|1.2|1.7|1.4|165|21033628|0.7|0.9|0.8
2006|Hispanic|Male and Female|Corpus|Incidence|18.1|19.6|18.8|2671|21493832|12.0|12.9|12.4
2006|Hispanic|Male and Female|Corpus|Mortality|1.0|1.5|1.2|155|21837469|0.6|0.8|0.7
2006-2010|Hispanic|Male and Female|Corpus|Incidence|18.8|19.5|19.2|15074|114908124|12.9|13.3|13.1
2006-2010|Hispanic|Male and Female|Corpus|Mortality|1.2|1.4|1.3|889|117222690|0.7|0.8|0.8
2007|Hispanic|Male and Female|Corpus|Incidence|18.0|19.4|18.7|2817|22546333|12.0|13.0|12.5
2007|Hispanic|Male and Female|Corpus|Mortality|1.1|1.5|1.3|170|22650892|0.6|0.9|0.8
2008|Hispanic|Male and Female|Corpus|Incidence|18.7|20.1|19.4|3084|23358988|12.7|13.7|13.2
2008|Hispanic|Male and Female|Corpus|Mortality|1.2|1.6|1.4|197|23468891|0.7|1.0|0.8
2009|Hispanic|Male and Female|Corpus|Incidence|18.9|20.3|19.6|3283|24146852|13.1|14.1|13.6
2009|Hispanic|Male and Female|Corpus|Mortality|1.1|1.5|1.3|185|24261364|0.7|0.9|0.8
2010|Hispanic|Male and Female|Corpus|Incidence|18.5|19.9|19.2|3342|24797640|13.0|13.9|13.5
2010|Hispanic|Male and Female|Corpus|Mortality|1.0|1.4|1.2|182|25004074|0.6|0.8|0.7
1999|Hispanic|Male and Female|Corpus and Uterus, NOS|Incidence|17.1|18.9|18.0|1709|15874246|10.3|11.3|10.8
1999|Hispanic|Male and Female|Corpus and Uterus, NOS|Mortality|2.8|3.6|3.2|272|16499783|1.5|1.9|1.6
2000|Hispanic|Male and Female|Corpus and Uterus, NOS|Incidence|18.7|20.5|19.6|1987|16829143|11.3|12.3|11.8
2000|Hispanic|Male and Female|Corpus and Uterus, NOS|Mortality|2.7|3.5|3.1|277|17318115|1.4|1.8|1.6
2001|Hispanic|Male and Female|Corpus and Uterus, NOS|Incidence|17.7|19.4|18.5|2006|17712991|10.8|11.8|11.3
2001|Hispanic|Male and Female|Corpus and Uterus, NOS|Mortality|3.0|3.8|3.4|319|18057155|1.6|2.0|1.8
2002|Hispanic|Male and Female|Corpus and Uterus, NOS|Incidence|18.5|20.2|19.3|2193|18382818|11.4|12.4|11.9
2002|Hispanic|Male and Female|Corpus and Uterus, NOS|Mortality|3.0|3.8|3.4|337|18797669|1.6|2.0|1.8
2003|Hispanic|Male and Female|Corpus and Uterus, NOS|Incidence|17.8|19.4|18.6|2232|19177459|11.2|12.1|11.6
2003|Hispanic|Male and Female|Corpus and Uterus, NOS|Mortality|2.7|3.5|3.1|321|19529116|1.5|1.8|1.6
2004|Hispanic|Male and Female|Corpus and Uterus, NOS|Incidence|18.8|20.4|19.6|2489|19963155|12.0|13.0|12.5
2004|Hispanic|Male and Female|Corpus and Uterus, NOS|Mortality|2.6|3.3|2.9|325|20263650|1.4|1.8|1.6
2005|Hispanic|Male and Female|Corpus and Uterus, NOS|Incidence|18.5|20.0|19.3|2590|20711559|12.0|13.0|12.5
2005|Hispanic|Male and Female|Corpus and Uterus, NOS|Mortality|3.0|3.7|3.3|389|21033628|1.7|2.0|1.8
2006|Hispanic|Male and Female|Corpus and Uterus, NOS|Incidence|18.9|20.4|19.7|2781|21493832|12.5|13.4|12.9
2006|Hispanic|Male and Female|Corpus and Uterus, NOS|Mortality|2.9|3.5|3.2|388|21837469|1.6|2.0|1.8
2006-2010|Hispanic|Male and Female|Corpus and Uterus, NOS|Incidence|19.7|20.4|20.0|15710|114908124|13.5|13.9|13.7
2006-2010|Hispanic|Male and Female|Corpus and Uterus, NOS|Mortality|3.2|3.5|3.3|2289|117222690|1.9|2.0|2.0
2007|Hispanic|Male and Female|Corpus and Uterus, NOS|Incidence|18.8|20.3|19.5|2936|22546333|12.6|13.5|13.0
2007|Hispanic|Male and Female|Corpus and Uterus, NOS|Mortality|2.7|3.3|3.0|397|22650892|1.6|1.9|1.8
2008|Hispanic|Male and Female|Corpus and Uterus, NOS|Incidence|19.5|21.0|20.3|3215|23358988|13.3|14.2|13.8
2008|Hispanic|Male and Female|Corpus and Uterus, NOS|Mortality|3.1|3.8|3.4|472|23468891|1.8|2.2|2.0
2009|Hispanic|Male and Female|Corpus and Uterus, NOS|Incidence|19.8|21.2|20.5|3431|24146852|13.7|14.7|14.2
2009|Hispanic|Male and Female|Corpus and Uterus, NOS|Mortality|3.2|3.8|3.5|504|24261364|1.9|2.3|2.1
2010|Hispanic|Male and Female|Corpus and Uterus, NOS|Incidence|19.3|20.7|20.0|3473|24797640|13.5|14.5|14.0
2010|Hispanic|Male and Female|Corpus and Uterus, NOS|Mortality|3.1|3.7|3.4|528|25004074|1.9|2.3|2.1
1999|Hispanic|Male and Female|Cranial Nerves and Other Nervous System|Incidence|0.4|0.6|0.5|125|32524339|0.3|0.5|0.4
2000|Hispanic|Male and Female|Cranial Nerves and Other Nervous System|Incidence|0.3|0.5|0.4|114|34529153|0.3|0.4|0.3
2001|Hispanic|Male and Female|Cranial Nerves and Other Nervous System|Incidence|0.4|0.6|0.5|129|36382120|0.3|0.4|0.4
2002|Hispanic|Male and Female|Cranial Nerves and Other Nervous System|Incidence|0.3|0.5|0.4|115|37701101|0.3|0.4|0.3
2003|Hispanic|Male and Female|Cranial Nerves and Other Nervous System|Incidence|0.3|0.5|0.4|118|39280356|0.2|0.4|0.3
2004|Hispanic|Male and Female|Cranial Nerves and Other Nervous System|Incidence|0.3|0.5|0.4|137|40857790|0.3|0.4|0.3
2005|Hispanic|Male and Female|Cranial Nerves and Other Nervous System|Incidence|0.3|0.5|0.4|148|42335376|0.3|0.4|0.3
2006|Hispanic|Male and Female|Cranial Nerves and Other Nervous System|Incidence|0.3|0.4|0.4|137|43873126|0.3|0.4|0.3
2006-2010|Hispanic|Male and Female|Cranial Nerves and Other Nervous System|Incidence|0.3|0.4|0.4|717|233800497|0.3|0.3|0.3
2007|Hispanic|Male and Female|Cranial Nerves and Other Nervous System|Incidence|0.3|0.4|0.3|137|45969394|0.3|0.4|0.3
2008|Hispanic|Male and Female|Cranial Nerves and Other Nervous System|Incidence|0.3|0.4|0.3|127|47555756|0.2|0.3|0.3
2009|Hispanic|Male and Female|Cranial Nerves and Other Nervous System|Incidence|0.4|0.5|0.4|178|49080493|0.3|0.4|0.4
2010|Hispanic|Male and Female|Cranial Nerves and Other Nervous System|Incidence|0.3|0.4|0.3|146|50347107|0.2|0.3|0.3
1999|Hispanic|Male and Female|Digestive System|Incidence|88.8|92.0|90.4|13390|32524339|40.5|41.9|41.2
1999|Hispanic|Male and Female|Digestive System|Mortality|41.3|43.6|42.4|6109|33934129|17.6|18.5|18.0
2000|Hispanic|Male and Female|Digestive System|Incidence|89.0|92.2|90.6|14353|34529153|40.9|42.3|41.6
2000|Hispanic|Male and Female|Digestive System|Mortality|41.1|43.2|42.1|6441|35658334|17.6|18.5|18.1
2001|Hispanic|Male and Female|Digestive System|Incidence|89.2|92.2|90.7|15327|36382120|41.5|42.8|42.1
2001|Hispanic|Male and Female|Digestive System|Mortality|41.5|43.7|42.6|6868|37140221|18.1|18.9|18.5
2002|Hispanic|Male and Female|Digestive System|Incidence|88.0|90.9|89.5|15911|37701101|41.5|42.9|42.2
2002|Hispanic|Male and Female|Digestive System|Mortality|40.8|42.8|41.8|7095|38613475|17.9|18.8|18.4
2003|Hispanic|Male and Female|Digestive System|Incidence|88.2|91.0|89.6|16965|39280356|42.5|43.8|43.2
2003|Hispanic|Male and Female|Digestive System|Mortality|40.9|42.9|41.9|7555|40045314|18.4|19.3|18.9
2004|Hispanic|Male and Female|Digestive System|Incidence|89.0|91.7|90.3|18049|40857790|43.5|44.8|44.2
2004|Hispanic|Male and Female|Digestive System|Mortality|40.2|42.1|41.1|7770|41497385|18.3|19.1|18.7
2005|Hispanic|Male and Female|Digestive System|Incidence|87.8|90.5|89.1|18888|42335376|44.0|45.3|44.6
2005|Hispanic|Male and Female|Digestive System|Mortality|40.7|42.6|41.6|8272|43019534|18.8|19.6|19.2
2006|Hispanic|Male and Female|Digestive System|Incidence|86.2|88.8|87.5|19508|43873126|43.8|45.1|44.5
2006|Hispanic|Male and Female|Digestive System|Mortality|40.1|41.9|41.0|8612|44602146|18.9|19.7|19.3
2006-2010|Hispanic|Male and Female|Digestive System|Incidence|84.0|85.1|84.5|104941|233800497|44.6|45.2|44.9
2006-2010|Hispanic|Male and Female|Digestive System|Mortality|39.8|40.6|40.2|47092|238694501|19.6|19.9|19.7
2007|Hispanic|Male and Female|Digestive System|Incidence|84.7|87.2|85.9|20418|45969394|43.8|45.0|44.4
2007|Hispanic|Male and Female|Digestive System|Mortality|38.7|40.5|39.6|8745|46192955|18.5|19.3|18.9
2008|Hispanic|Male and Female|Digestive System|Incidence|85.0|87.4|86.2|21433|47555756|44.5|45.7|45.1
2008|Hispanic|Male and Female|Digestive System|Mortality|39.3|41.0|40.1|9412|47789785|19.3|20.1|19.7
2009|Hispanic|Male and Female|Digestive System|Incidence|82.9|85.2|84.1|22158|49080493|44.6|45.7|45.1
2009|Hispanic|Male and Female|Digestive System|Mortality|39.7|41.4|40.5|9973|49323387|19.8|20.6|20.2
2010|Hispanic|Male and Female|Digestive System|Incidence|78.4|80.6|79.5|22191|50347107|43.5|44.7|44.1
2010|Hispanic|Male and Female|Digestive System|Mortality|38.9|40.5|39.7|10350|50786228|20.0|20.8|20.4
1999|Hispanic|Male and Female|Endocrine System|Incidence|6.8|7.5|7.2|1757|32524339|5.2|5.7|5.4
1999|Hispanic|Male and Female|Endocrine System|Mortality|0.8|1.1|0.9|147|33934129|0.4|0.5|0.4
2000|Hispanic|Male and Female|Endocrine System|Incidence|7.3|8.0|7.6|1998|34529153|5.5|6.0|5.8
2000|Hispanic|Male and Female|Endocrine System|Mortality|0.7|1.0|0.8|154|35658334|0.4|0.5|0.4
2001|Hispanic|Male and Female|Endocrine System|Incidence|7.8|8.5|8.1|2179|36382120|5.7|6.2|6.0
2001|Hispanic|Male and Female|Endocrine System|Mortality|0.7|0.9|0.8|147|37140221|0.3|0.5|0.4
2002|Hispanic|Male and Female|Endocrine System|Incidence|8.5|9.2|8.9|2485|37701101|6.3|6.9|6.6
2002|Hispanic|Male and Female|Endocrine System|Mortality|0.7|0.9|0.8|162|38613475|0.4|0.5|0.4
2003|Hispanic|Male and Female|Endocrine System|Incidence|8.1|8.8|8.4|2516|39280356|6.2|6.7|6.4
2003|Hispanic|Male and Female|Endocrine System|Mortality|0.6|0.9|0.8|169|40045314|0.4|0.5|0.4
2004|Hispanic|Male and Female|Endocrine System|Incidence|9.1|9.8|9.5|2943|40857790|6.9|7.5|7.2
2004|Hispanic|Male and Female|Endocrine System|Mortality|0.6|0.9|0.7|170|41497385|0.4|0.5|0.4
2005|Hispanic|Male and Female|Endocrine System|Incidence|9.8|10.5|10.1|3268|42335376|7.5|8.0|7.7
2005|Hispanic|Male and Female|Endocrine System|Mortality|0.7|1.0|0.9|197|43019534|0.4|0.5|0.5
2006|Hispanic|Male and Female|Endocrine System|Incidence|10.0|10.7|10.4|3407|43873126|7.5|8.0|7.8
2006|Hispanic|Male and Female|Endocrine System|Mortality|0.7|1.0|0.9|200|44602146|0.4|0.5|0.4
2006-2010|Hispanic|Male and Female|Endocrine System|Incidence|11.6|11.9|11.8|21264|233800497|9.0|9.2|9.1
2006-2010|Hispanic|Male and Female|Endocrine System|Mortality|0.8|0.9|0.8|1078|238694501|0.4|0.5|0.5
2007|Hispanic|Male and Female|Endocrine System|Incidence|10.8|11.5|11.1|3899|45969394|8.2|8.8|8.5
2007|Hispanic|Male and Female|Endocrine System|Mortality|0.7|0.9|0.8|209|46192955|0.4|0.5|0.5
2008|Hispanic|Male and Female|Endocrine System|Incidence|11.4|12.1|11.8|4347|47555756|8.9|9.4|9.1
2008|Hispanic|Male and Female|Endocrine System|Mortality|0.7|1.0|0.9|221|47789785|0.4|0.5|0.5
2009|Hispanic|Male and Female|Endocrine System|Incidence|12.2|13.0|12.6|4850|49080493|9.6|10.2|9.9
2009|Hispanic|Male and Female|Endocrine System|Mortality|0.6|0.9|0.7|217|49323387|0.4|0.5|0.4
2010|Hispanic|Male and Female|Endocrine System|Incidence|12.3|13.1|12.7|5013|50347107|9.7|10.2|10.0
2010|Hispanic|Male and Female|Endocrine System|Mortality|0.7|0.9|0.8|231|50786228|0.4|0.5|0.5
1999|Hispanic|Male and Female|Esophagus|Incidence|3.4|4.0|3.7|534|32524339|1.5|1.8|1.6
1999|Hispanic|Male and Female|Esophagus|Mortality|2.3|2.8|2.5|367|33934129|1.0|1.2|1.1
2000|Hispanic|Male and Female|Esophagus|Incidence|3.1|3.7|3.3|519|34529153|1.4|1.6|1.5
2000|Hispanic|Male and Female|Esophagus|Mortality|2.3|2.8|2.5|384|35658334|1.0|1.2|1.1
2001|Hispanic|Male and Female|Esophagus|Incidence|3.2|3.8|3.5|576|36382120|1.5|1.7|1.6
2001|Hispanic|Male and Female|Esophagus|Mortality|2.2|2.7|2.5|401|37140221|1.0|1.2|1.1
2002|Hispanic|Male and Female|Esophagus|Incidence|2.9|3.5|3.2|561|37701101|1.4|1.6|1.5
2002|Hispanic|Male and Female|Esophagus|Mortality|2.2|2.7|2.4|411|38613475|1.0|1.2|1.1
2003|Hispanic|Male and Female|Esophagus|Incidence|3.1|3.6|3.3|613|39280356|1.4|1.7|1.6
2003|Hispanic|Male and Female|Esophagus|Mortality|2.1|2.5|2.3|421|40045314|1.0|1.2|1.1
2004|Hispanic|Male and Female|Esophagus|Incidence|3.2|3.8|3.5|676|40857790|1.5|1.8|1.7
2004|Hispanic|Male and Female|Esophagus|Mortality|2.1|2.6|2.3|440|41497385|1.0|1.2|1.1
2005|Hispanic|Male and Female|Esophagus|Incidence|3.1|3.6|3.4|688|42335376|1.5|1.8|1.6
2005|Hispanic|Male and Female|Esophagus|Mortality|2.2|2.6|2.4|481|43019534|1.0|1.2|1.1
2006|Hispanic|Male and Female|Esophagus|Incidence|2.9|3.4|3.1|687|43873126|1.5|1.7|1.6
2006|Hispanic|Male and Female|Esophagus|Mortality|2.2|2.6|2.4|518|44602146|1.1|1.3|1.2
2006-2010|Hispanic|Male and Female|Esophagus|Incidence|3.0|3.2|3.1|3683|233800497|1.5|1.6|1.6
2006-2010|Hispanic|Male and Female|Esophagus|Mortality|2.2|2.4|2.3|2736|238694501|1.1|1.2|1.1
2007|Hispanic|Male and Female|Esophagus|Incidence|2.9|3.4|3.2|713|45969394|1.4|1.7|1.6
2007|Hispanic|Male and Female|Esophagus|Mortality|1.9|2.3|2.1|483|46192955|1.0|1.1|1.0
2008|Hispanic|Male and Female|Esophagus|Incidence|3.1|3.5|3.3|806|47555756|1.6|1.8|1.7
2008|Hispanic|Male and Female|Esophagus|Mortality|2.2|2.6|2.4|565|47789785|1.1|1.3|1.2
2009|Hispanic|Male and Female|Esophagus|Incidence|2.7|3.1|2.9|743|49080493|1.4|1.6|1.5
2009|Hispanic|Male and Female|Esophagus|Mortality|2.1|2.5|2.3|578|49323387|1.1|1.3|1.2
2010|Hispanic|Male and Female|Esophagus|Incidence|2.6|3.0|2.8|754|50347107|1.4|1.6|1.5
2010|Hispanic|Male and Female|Esophagus|Mortality|2.1|2.4|2.2|592|50786228|1.1|1.3|1.2
1999|Hispanic|Male and Female|Eye and Orbit|Incidence|0.5|0.7|0.6|143|32524339|0.4|0.5|0.4
1999|Hispanic|Male and Female|Eye and Orbit|Mortality|~|~|~|~|33934129|~|~|~
2000|Hispanic|Male and Female|Eye and Orbit|Incidence|0.5|0.7|0.6|140|34529153|0.3|0.5|0.4
2000|Hispanic|Male and Female|Eye and Orbit|Mortality|~|~|~|~|35658334|~|~|~
2001|Hispanic|Male and Female|Eye and Orbit|Incidence|0.4|0.6|0.5|149|36382120|0.3|0.5|0.4
2001|Hispanic|Male and Female|Eye and Orbit|Mortality|~|~|~|~|37140221|~|~|~
2002|Hispanic|Male and Female|Eye and Orbit|Incidence|0.6|0.8|0.7|168|37701101|0.4|0.5|0.4
2002|Hispanic|Male and Female|Eye and Orbit|Mortality|~|~|~|~|38613475|~|~|~
2003|Hispanic|Male and Female|Eye and Orbit|Incidence|0.5|0.7|0.5|166|39280356|0.4|0.5|0.4
2003|Hispanic|Male and Female|Eye and Orbit|Mortality|~|~|~|~|40045314|~|~|~
2004|Hispanic|Male and Female|Eye and Orbit|Incidence|0.5|0.7|0.6|183|40857790|0.4|0.5|0.4
2004|Hispanic|Male and Female|Eye and Orbit|Mortality|~|~|~|~|41497385|~|~|~
2005|Hispanic|Male and Female|Eye and Orbit|Incidence|0.5|0.7|0.6|185|42335376|0.4|0.5|0.4
2005|Hispanic|Male and Female|Eye and Orbit|Mortality|~|~|~|~|43019534|~|~|~
2006|Hispanic|Male and Female|Eye and Orbit|Incidence|0.4|0.6|0.5|171|43873126|0.3|0.5|0.4
2006|Hispanic|Male and Female|Eye and Orbit|Mortality|~|~|~|~|44602146|~|~|~
2006-2010|Hispanic|Male and Female|Eye and Orbit|Incidence|0.5|0.6|0.5|948|233800497|0.4|0.4|0.4
2006-2010|Hispanic|Male and Female|Eye and Orbit|Mortality|0.0|0.0|0.0|45|238694501|0.0|0.0|0.0
2007|Hispanic|Male and Female|Eye and Orbit|Incidence|0.4|0.6|0.5|185|45969394|0.3|0.5|0.4
