AGE_ADJUSTED_CI_LOWER|AGE_ADJUSTED_CI_UPPER|AGE_ADJUSTED_RATE|COUNT|ICCC_GROUP|POPULATION|AGE|RACE|SEX|YEAR|CRUDE_CI_LOWER|CRUDE_CI_UPPER|CRUDE_RATE
2.7|3.6|3.1|187|III(a) Ependymomas and choroid plexus tumor|59550980|0-14|All Races|Male and Female|2010|||
15.9|18.0|16.9|1007|III(b) Astrocytomas|59550980|0-14|All Races|Male and Female|2010|||
6.6|8.0|7.3|438|III(c) Intracranial and intraspinal embryonal tumors|59550980|0-14|All Races|Male and Female|2010|||
5.0|6.2|5.6|331|III(d) Other gliomas|59550980|0-14|All Races|Male and Female|2010|||
0.5|0.9|0.7|39|III(e) Other specified intracranial & intraspinal neoplasms|59550980|0-14|All Races|Male and Female|2010|||
0.3|0.6|0.4|24|III(f) Unspecified intracranial and intraspinal neoplasms|59550980|0-14|All Races|Male and Female|2010|||
9.9|11.6|10.7|649|IV Neuroblastoma and other peripheral nervous cell tumors|59550980|0-14|All Races|Male and Female|2010|||
9.8|11.4|10.6|640|IV(a) Neuroblastoma and ganglioneuroblastoma|59550980|0-14|All Races|Male and Female|2010|||
~|~|~|~|IV(b) Other peripheral nervous cell tumors|59550980|0-14|All Races|Male and Female|2010|||
10.4|12.1|11.2|667|IX Soft tissue and other extraosseous sarcomas|59550980|0-14|All Races|Male and Female|2010|||
4.9|6.1|5.5|327|IX(a) Rhabdomyosarcomas|59550980|0-14|All Races|Male and Female|2010|||
0.5|0.9|0.7|41|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|59550980|0-14|All Races|Male and Female|2010|||
~|~|~|~|IX(c) Kaposi sarcoma|59550980|0-14|All Races|Male and Female|2010|||
3.3|4.3|3.8|224|IX(d) Other specified soft tissue sarcomas|59550980|0-14|All Races|Male and Female|2010|||
1.0|1.6|1.3|75|IX(e) Unspecified soft tissue sarcomas|59550980|0-14|All Races|Male and Female|2010|||
~|~|~|~|Not classified by ICCC|59550980|0-14|All Races|Male and Female|2010|||
3.8|4.9|4.3|261|V Retinoblastoma|59550980|0-14|All Races|Male and Female|2010|||
7.7|9.1|8.4|506|VI Renal tumors|59550980|0-14|All Races|Male and Female|2010|||
7.3|8.8|8.0|486|VI(a) Nephroblastoma and other nonepithelial renal tumors|59550980|0-14|All Races|Male and Female|2010|||
0.2|0.5|0.3|17|VI(b) Renal carcinomas|59550980|0-14|All Races|Male and Female|2010|||
~|~|~|~|VI(c) Unspecified malignant renal tumors|59550980|0-14|All Races|Male and Female|2010|||
2.5|3.4|2.9|178|VII Hepatic tumors|59550980|0-14|All Races|Male and Female|2010|||
2.1|2.9|2.5|150|VII(a) Hepatoblastoma|59550980|0-14|All Races|Male and Female|2010|||
0.3|0.7|0.5|28|VII(b) Hepatic carcinomas|59550980|0-14|All Races|Male and Female|2010|||
~|~|~|~|VII(c) Unspecified malignant hepatic tumors|59550980|0-14|All Races|Male and Female|2010|||
5.8|7.1|6.4|381|VIII Malignant bone tumors|59550980|0-14|All Races|Male and Female|2010|||
3.2|4.2|3.7|217|VIII(a) Osteosarcomas|59550980|0-14|All Races|Male and Female|2010|||
~|~|~|~|VIII(b) Chondrosarcomas|59550980|0-14|All Races|Male and Female|2010|||
1.8|2.6|2.2|129|VIII(c) Ewing tumor and related sarcomas of bone|59550980|0-14|All Races|Male and Female|2010|||
0.2|0.5|0.3|17|VIII(d) Other specified malignant bone tumors|59550980|0-14|All Races|Male and Female|2010|||
~|~|~|~|VIII(e) Unspecified malignant bone tumors|59550980|0-14|All Races|Male and Female|2010|||
5.4|6.7|6.0|357|X Germ cell, trophoblastic tumors & neoplasms of gonads|59550980|0-14|All Races|Male and Female|2010|||
1.4|2.1|1.8|104|X(a) Intracranial & intraspinal germ cell tumors|59550980|0-14|All Races|Male and Female|2010|||
1.0|1.6|1.3|78|X(b) Malignant extracranial & extragonadal germ cell tumors|59550980|0-14|All Races|Male and Female|2010|||
2.2|3.0|2.6|153|X(c) Malignant gonadal germ cell tumors|59550980|0-14|All Races|Male and Female|2010|||
~|~|~|~|X(d) Gonadal carcinomas|59550980|0-14|All Races|Male and Female|2010|||
~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|59550980|0-14|All Races|Male and Female|2010|||
6.2|7.6|6.9|407|XI Other malignant epithelial neoplasms and malignant melanomas|59550980|0-14|All Races|Male and Female|2010|||
~|~|~|~|XI(a) Adrenocortical carcinomas|59550980|0-14|All Races|Male and Female|2010|||
2.3|3.1|2.7|157|XI(b) Thyroid carcinomas|59550980|0-14|All Races|Male and Female|2010|||
0.2|0.5|0.3|17|XI(c) Nasopharyngeal carcinomas|59550980|0-14|All Races|Male and Female|2010|||
1.6|2.3|1.9|113|XI(d) Malignant melanomas|59550980|0-14|All Races|Male and Female|2010|||
~|~|~|~|XI(e) Skin carcinomas|59550980|0-14|All Races|Male and Female|2010|||
1.4|2.1|1.8|104|XI(f) Other and unspecified carcinomas|59550980|0-14|All Races|Male and Female|2010|||
0.5|0.9|0.7|40|XII Other and unspecified malignant neoplasms|59550980|0-14|All Races|Male and Female|2010|||
0.2|0.6|0.4|22|XII(a) Other specified malignant tumors|59550980|0-14|All Races|Male and Female|2010|||
0.2|0.5|0.3|18|XII(b) Other unspecified malignant tumors|59550980|0-14|All Races|Male and Female|2010|||
157.7|163.6|160.6|11112|All ICCC Groups Combined|69321240|0-19|All Races|Male and Female|1999|157.3|163.3|160.3
40.4|43.4|41.9|2901|I Leukemias, myeloproliferative & myelodysplastic diseases|69321240|0-19|All Races|Male and Female|1999|40.3|43.4|41.8
30.0|32.6|31.3|2168|I(a) Lymphoid leukemias|69321240|0-19|All Races|Male and Female|1999|30.0|32.6|31.3
7.5|8.9|8.2|565|I(b) Acute myeloid leukemias|69321240|0-19|All Races|Male and Female|1999|7.5|8.9|8.2
0.7|1.2|0.9|65|I(c) Chronic myeloproliferative diseases|69321240|0-19|All Races|Male and Female|1999|0.7|1.2|0.9
~|~|~|~|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|69321240|0-19|All Races|Male and Female|1999|~|~|~
1.1|1.7|1.3|93|I(e) Unspecified and other specified leukemias|69321240|0-19|All Races|Male and Female|1999|1.1|1.6|1.3
22.3|24.6|23.4|1621|II Lymphomas and reticuloendothelial neoplasms|69321240|0-19|All Races|Male and Female|1999|22.3|24.6|23.4
11.1|12.7|11.9|821|II(a) Hodgkin lymphomas|69321240|0-19|All Races|Male and Female|1999|11.0|12.7|11.8
7.2|8.5|7.8|541|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|69321240|0-19|All Races|Male and Female|1999|7.2|8.5|7.8
2.1|2.8|2.4|170|II(c) Burkitt lymphoma|69321240|0-19|All Races|Male and Female|1999|2.1|2.8|2.5
0.5|0.9|0.7|47|II(d) Miscellaneous lymphoreticular neoplasms|69321240|0-19|All Races|Male and Female|1999|0.5|0.9|0.7
0.4|0.8|0.6|42|II(e) Unspecified lymphomas|69321240|0-19|All Races|Male and Female|1999|0.4|0.8|0.6
27.4|30.0|28.7|1989|III CNS and misc intracranial and intraspinal neoplasms|69321240|0-19|All Races|Male and Female|1999|27.4|30.0|28.7
2.2|2.9|2.5|174|III(a) Ependymomas and choroid plexus tumor|69321240|0-19|All Races|Male and Female|1999|2.2|2.9|2.5
12.7|14.5|13.6|942|III(b) Astrocytomas|69321240|0-19|All Races|Male and Female|1999|12.7|14.5|13.6
6.2|7.4|6.8|472|III(c) Intracranial and intraspinal embryonal tumors|69321240|0-19|All Races|Male and Female|1999|6.2|7.5|6.8
4.2|5.3|4.7|328|III(d) Other gliomas|69321240|0-19|All Races|Male and Female|1999|4.2|5.3|4.7
0.3|0.7|0.5|34|III(e) Other specified intracranial & intraspinal neoplasms|69321240|0-19|All Races|Male and Female|1999|0.3|0.7|0.5
0.4|0.8|0.6|39|III(f) Unspecified intracranial and intraspinal neoplasms|69321240|0-19|All Races|Male and Female|1999|0.4|0.8|0.6
7.6|8.9|8.2|567|IV Neuroblastoma and other peripheral nervous cell tumors|69321240|0-19|All Races|Male and Female|1999|7.5|8.9|8.2
7.3|8.6|7.9|546|IV(a) Neuroblastoma and ganglioneuroblastoma|69321240|0-19|All Races|Male and Female|1999|7.2|8.6|7.9
0.2|0.5|0.3|21|IV(b) Other peripheral nervous cell tumors|69321240|0-19|All Races|Male and Female|1999|0.2|0.5|0.3
10.2|11.7|10.9|756|IX Soft tissue and other extraosseous sarcomas|69321240|0-19|All Races|Male and Female|1999|10.1|11.7|10.9
4.1|5.1|4.6|319|IX(a) Rhabdomyosarcomas|69321240|0-19|All Races|Male and Female|1999|4.1|5.1|4.6
0.9|1.5|1.2|81|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|69321240|0-19|All Races|Male and Female|1999|0.9|1.5|1.2
~|~|~|~|IX(c) Kaposi sarcoma|69321240|0-19|All Races|Male and Female|1999|~|~|~
3.4|4.4|3.9|269|IX(d) Other specified soft tissue sarcomas|69321240|0-19|All Races|Male and Female|1999|3.4|4.4|3.9
1.0|1.5|1.2|84|IX(e) Unspecified soft tissue sarcomas|69321240|0-19|All Races|Male and Female|1999|1.0|1.5|1.2
0.2|0.5|0.3|21|Not classified by ICCC|69321240|0-19|All Races|Male and Female|1999|0.2|0.5|0.3
2.9|3.7|3.3|225|V Retinoblastoma|69321240|0-19|All Races|Male and Female|1999|2.8|3.7|3.2
5.8|7.0|6.4|440|VI Renal tumors|69321240|0-19|All Races|Male and Female|1999|5.8|7.0|6.3
5.2|6.3|5.7|397|VI(a) Nephroblastoma and other nonepithelial renal tumors|69321240|0-19|All Races|Male and Female|1999|5.2|6.3|5.7
0.4|0.8|0.6|39|VI(b) Renal carcinomas|69321240|0-19|All Races|Male and Female|1999|0.4|0.8|0.6
~|~|~|~|VI(c) Unspecified malignant renal tumors|69321240|0-19|All Races|Male and Female|1999|~|~|~
1.6|2.3|2.0|135|VII Hepatic tumors|69321240|0-19|All Races|Male and Female|1999|1.6|2.3|1.9
1.0|1.5|1.3|86|VII(a) Hepatoblastoma|69321240|0-19|All Races|Male and Female|1999|1.0|1.5|1.2
0.5|0.9|0.7|48|VII(b) Hepatic carcinomas|69321240|0-19|All Races|Male and Female|1999|0.5|0.9|0.7
~|~|~|~|VII(c) Unspecified malignant hepatic tumors|69321240|0-19|All Races|Male and Female|1999|~|~|~
8.2|9.7|8.9|618|VIII Malignant bone tumors|69321240|0-19|All Races|Male and Female|1999|8.2|9.6|8.9
4.6|5.7|5.1|353|VIII(a) Osteosarcomas|69321240|0-19|All Races|Male and Female|1999|4.6|5.7|5.1
0.2|0.6|0.4|26|VIII(b) Chondrosarcomas|69321240|0-19|All Races|Male and Female|1999|0.2|0.5|0.4
2.4|3.2|2.8|195|VIII(c) Ewing tumor and related sarcomas of bone|69321240|0-19|All Races|Male and Female|1999|2.4|3.2|2.8
0.3|0.7|0.5|32|VIII(d) Other specified malignant bone tumors|69321240|0-19|All Races|Male and Female|1999|0.3|0.7|0.5
~|~|~|~|VIII(e) Unspecified malignant bone tumors|69321240|0-19|All Races|Male and Female|1999|~|~|~
9.5|11.0|10.2|706|X Germ cell, trophoblastic tumors & neoplasms of gonads|69321240|0-19|All Races|Male and Female|1999|9.4|11.0|10.2
1.1|1.7|1.4|95|X(a) Intracranial & intraspinal germ cell tumors|69321240|0-19|All Races|Male and Female|1999|1.1|1.7|1.4
1.1|1.7|1.4|94|X(b) Malignant extracranial & extragonadal germ cell tumors|69321240|0-19|All Races|Male and Female|1999|1.1|1.7|1.4
6.2|7.5|6.8|470|X(c) Malignant gonadal germ cell tumors|69321240|0-19|All Races|Male and Female|1999|6.2|7.4|6.8
0.3|0.6|0.4|30|X(d) Gonadal carcinomas|69321240|0-19|All Races|Male and Female|1999|0.3|0.6|0.4
0.1|0.4|0.2|17|X(e) Other and unspecified malignant gonadal tumors|69321240|0-19|All Races|Male and Female|1999|0.1|0.4|0.2
14.7|16.5|15.6|1075|XI Other malignant epithelial neoplasms and malignant melanomas|69321240|0-19|All Races|Male and Female|1999|14.6|16.5|15.5
0.1|0.4|0.2|17|XI(a) Adrenocortical carcinomas|69321240|0-19|All Races|Male and Female|1999|0.1|0.4|0.2
5.3|6.5|5.9|408|XI(b) Thyroid carcinomas|69321240|0-19|All Races|Male and Female|1999|5.3|6.5|5.9
0.4|0.7|0.5|37|XI(c) Nasopharyngeal carcinomas|69321240|0-19|All Races|Male and Female|1999|0.4|0.7|0.5
4.4|5.5|4.9|340|XI(d) Malignant melanomas|69321240|0-19|All Races|Male and Female|1999|4.4|5.5|4.9
~|~|~|~|XI(e) Skin carcinomas|69321240|0-19|All Races|Male and Female|1999|~|~|~
3.4|4.4|3.9|267|XI(f) Other and unspecified carcinomas|69321240|0-19|All Races|Male and Female|1999|3.4|4.3|3.9
0.6|1.1|0.8|58|XII Other and unspecified malignant neoplasms|69321240|0-19|All Races|Male and Female|1999|0.6|1.1|0.8
0.1|0.4|0.2|16|XII(a) Other specified malignant tumors|69321240|0-19|All Races|Male and Female|1999|0.1|0.4|0.2
0.4|0.8|0.6|42|XII(b) Other unspecified malignant tumors|69321240|0-19|All Races|Male and Female|1999|0.4|0.8|0.6
160.8|166.8|163.8|11704|All ICCC Groups Combined|71576680|0-19|All Races|Male and Female|2000|160.6|166.5|163.5
39.9|42.9|41.4|2954|I Leukemias, myeloproliferative & myelodysplastic diseases|71576680|0-19|All Races|Male and Female|2000|39.8|42.8|41.3
30.5|33.2|31.8|2270|I(a) Lymphoid leukemias|71576680|0-19|All Races|Male and Female|2000|30.4|33.0|31.7
6.5|7.8|7.2|511|I(b) Acute myeloid leukemias|71576680|0-19|All Races|Male and Female|2000|6.5|7.8|7.1
0.7|1.2|0.9|65|I(c) Chronic myeloproliferative diseases|71576680|0-19|All Races|Male and Female|2000|0.7|1.2|0.9
~|~|~|~|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|71576680|0-19|All Races|Male and Female|2000|~|~|~
1.1|1.7|1.4|97|I(e) Unspecified and other specified leukemias|71576680|0-19|All Races|Male and Female|2000|1.1|1.7|1.4
23.6|25.9|24.8|1774|II Lymphomas and reticuloendothelial neoplasms|71576680|0-19|All Races|Male and Female|2000|23.6|26.0|24.8
11.6|13.2|12.4|886|II(a) Hodgkin lymphomas|71576680|0-19|All Races|Male and Female|2000|11.6|13.2|12.4
7.5|8.8|8.1|583|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|71576680|0-19|All Races|Male and Female|2000|7.5|8.8|8.1
2.3|3.0|2.6|188|II(c) Burkitt lymphoma|71576680|0-19|All Races|Male and Female|2000|2.3|3.0|2.6
0.7|1.2|0.9|67|II(d) Miscellaneous lymphoreticular neoplasms|71576680|0-19|All Races|Male and Female|2000|0.7|1.2|0.9
0.5|0.9|0.7|50|II(e) Unspecified lymphomas|71576680|0-19|All Races|Male and Female|2000|0.5|0.9|0.7
28.8|31.4|30.1|2152|III CNS and misc intracranial and intraspinal neoplasms|71576680|0-19|All Races|Male and Female|2000|28.8|31.4|30.1
2.1|2.8|2.4|171|III(a) Ependymomas and choroid plexus tumor|71576680|0-19|All Races|Male and Female|2000|2.0|2.8|2.4
14.7|16.5|15.6|1114|III(b) Astrocytomas|71576680|0-19|All Races|Male and Female|2000|14.7|16.5|15.6
6.0|7.2|6.6|469|III(c) Intracranial and intraspinal embryonal tumors|71576680|0-19|All Races|Male and Female|2000|6.0|7.2|6.6
4.0|5.0|4.5|319|III(d) Other gliomas|71576680|0-19|All Races|Male and Female|2000|4.0|5.0|4.5
0.3|0.6|0.5|33|III(e) Other specified intracranial & intraspinal neoplasms|71576680|0-19|All Races|Male and Female|2000|0.3|0.6|0.5
0.5|0.9|0.6|46|III(f) Unspecified intracranial and intraspinal neoplasms|71576680|0-19|All Races|Male and Female|2000|0.5|0.9|0.6
7.1|8.4|7.7|548|IV Neuroblastoma and other peripheral nervous cell tumors|71576680|0-19|All Races|Male and Female|2000|7.0|8.3|7.7
7.0|8.3|7.6|539|IV(a) Neuroblastoma and ganglioneuroblastoma|71576680|0-19|All Races|Male and Female|2000|6.9|8.2|7.5
~|~|~|~|IV(b) Other peripheral nervous cell tumors|71576680|0-19|All Races|Male and Female|2000|~|~|~
11.1|12.7|11.9|851|IX Soft tissue and other extraosseous sarcomas|71576680|0-19|All Races|Male and Female|2000|11.1|12.7|11.9
4.4|5.5|4.9|352|IX(a) Rhabdomyosarcomas|71576680|0-19|All Races|Male and Female|2000|4.4|5.5|4.9
0.9|1.5|1.2|84|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|71576680|0-19|All Races|Male and Female|2000|0.9|1.5|1.2
~|~|~|~|IX(c) Kaposi sarcoma|71576680|0-19|All Races|Male and Female|2000|~|~|~
3.9|4.9|4.4|315|IX(d) Other specified soft tissue sarcomas|71576680|0-19|All Races|Male and Female|2000|3.9|4.9|4.4
1.1|1.6|1.4|97|IX(e) Unspecified soft tissue sarcomas|71576680|0-19|All Races|Male and Female|2000|1.1|1.7|1.4
0.1|0.4|0.2|17|Not classified by ICCC|71576680|0-19|All Races|Male and Female|2000|0.1|0.4|0.2
2.9|3.8|3.3|236|V Retinoblastoma|71576680|0-19|All Races|Male and Female|2000|2.9|3.7|3.3
6.3|7.5|6.9|487|VI Renal tumors|71576680|0-19|All Races|Male and Female|2000|6.2|7.4|6.8
5.8|7.0|6.3|450|VI(a) Nephroblastoma and other nonepithelial renal tumors|71576680|0-19|All Races|Male and Female|2000|5.7|6.9|6.3
0.3|0.7|0.5|35|VI(b) Renal carcinomas|71576680|0-19|All Races|Male and Female|2000|0.3|0.7|0.5
~|~|~|~|VI(c) Unspecified malignant renal tumors|71576680|0-19|All Races|Male and Female|2000|~|~|~
1.6|2.2|1.9|134|VII Hepatic tumors|71576680|0-19|All Races|Male and Female|2000|1.6|2.2|1.9
1.2|1.8|1.5|107|VII(a) Hepatoblastoma|71576680|0-19|All Races|Male and Female|2000|1.2|1.8|1.5
0.2|0.5|0.4|27|VII(b) Hepatic carcinomas|71576680|0-19|All Races|Male and Female|2000|0.2|0.5|0.4
~|~|~|~|VII(c) Unspecified malignant hepatic tumors|71576680|0-19|All Races|Male and Female|2000|~|~|~
7.9|9.2|8.5|613|VIII Malignant bone tumors|71576680|0-19|All Races|Male and Female|2000|7.9|9.3|8.6
4.3|5.4|4.8|347|VIII(a) Osteosarcomas|71576680|0-19|All Races|Male and Female|2000|4.4|5.4|4.8
~|~|~|~|VIII(b) Chondrosarcomas|71576680|0-19|All Races|Male and Female|2000|~|~|~
2.7|3.5|3.1|223|VIII(c) Ewing tumor and related sarcomas of bone|71576680|0-19|All Races|Male and Female|2000|2.7|3.6|3.1
0.1|0.4|0.2|17|VIII(d) Other specified malignant bone tumors|71576680|0-19|All Races|Male and Female|2000|0.1|0.4|0.2
~|~|~|~|VIII(e) Unspecified malignant bone tumors|71576680|0-19|All Races|Male and Female|2000|~|~|~
9.9|11.4|10.6|761|X Germ cell, trophoblastic tumors & neoplasms of gonads|71576680|0-19|All Races|Male and Female|2000|9.9|11.4|10.6
1.4|2.0|1.7|122|X(a) Intracranial & intraspinal germ cell tumors|71576680|0-19|All Races|Male and Female|2000|1.4|2.0|1.7
1.1|1.7|1.4|100|X(b) Malignant extracranial & extragonadal germ cell tumors|71576680|0-19|All Races|Male and Female|2000|1.1|1.7|1.4
6.2|7.4|6.8|488|X(c) Malignant gonadal germ cell tumors|71576680|0-19|All Races|Male and Female|2000|6.2|7.5|6.8
0.3|0.7|0.5|35|X(d) Gonadal carcinomas|71576680|0-19|All Races|Male and Female|2000|0.3|0.7|0.5
0.1|0.4|0.2|16|X(e) Other and unspecified malignant gonadal tumors|71576680|0-19|All Races|Male and Female|2000|0.1|0.4|0.2
14.7|16.5|15.6|1116|XI Other malignant epithelial neoplasms and malignant melanomas|71576680|0-19|All Races|Male and Female|2000|14.7|16.5|15.6
0.2|0.5|0.3|22|XI(a) Adrenocortical carcinomas|71576680|0-19|All Races|Male and Female|2000|0.2|0.5|0.3
5.2|6.3|5.7|408|XI(b) Thyroid carcinomas|71576680|0-19|All Races|Male and Female|2000|5.2|6.3|5.7
0.4|0.7|0.5|36|XI(c) Nasopharyngeal carcinomas|71576680|0-19|All Races|Male and Female|2000|0.4|0.7|0.5
4.6|5.7|5.1|367|XI(d) Malignant melanomas|71576680|0-19|All Races|Male and Female|2000|4.6|5.7|5.1
~|~|~|~|XI(e) Skin carcinomas|71576680|0-19|All Races|Male and Female|2000|~|~|~
3.4|4.3|3.9|277|XI(f) Other and unspecified carcinomas|71576680|0-19|All Races|Male and Female|2000|3.4|4.4|3.9
0.7|1.1|0.9|61|XII Other and unspecified malignant neoplasms|71576680|0-19|All Races|Male and Female|2000|0.7|1.1|0.9
~|~|~|~|XII(a) Other specified malignant tumors|71576680|0-19|All Races|Male and Female|2000|~|~|~
0.5|0.9|0.6|46|XII(b) Other unspecified malignant tumors|71576680|0-19|All Races|Male and Female|2000|0.5|0.9|0.6
167.7|173.7|170.7|12758|All ICCC Groups Combined|74755914|0-19|All Races|Male and Female|2001|167.7|173.6|170.7
44.3|47.4|45.8|3407|I Leukemias, myeloproliferative & myelodysplastic diseases|74755914|0-19|All Races|Male and Female|2001|44.1|47.1|45.6
31.8|34.4|33.1|2455|I(a) Lymphoid leukemias|74755914|0-19|All Races|Male and Female|2001|31.6|34.2|32.8
7.1|8.4|7.7|577|I(b) Acute myeloid leukemias|74755914|0-19|All Races|Male and Female|2001|7.1|8.4|7.7
1.9|2.6|2.2|166|I(c) Chronic myeloproliferative diseases|74755914|0-19|All Races|Male and Female|2001|1.9|2.6|2.2
1.2|1.8|1.5|113|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|74755914|0-19|All Races|Male and Female|2001|1.2|1.8|1.5
1.0|1.6|1.3|96|I(e) Unspecified and other specified leukemias|74755914|0-19|All Races|Male and Female|2001|1.0|1.6|1.3
23.6|25.8|24.7|1851|II Lymphomas and reticuloendothelial neoplasms|74755914|0-19|All Races|Male and Female|2001|23.6|25.9|24.8
11.8|13.4|12.6|943|II(a) Hodgkin lymphomas|74755914|0-19|All Races|Male and Female|2001|11.8|13.4|12.6
8.0|9.3|8.7|649|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|74755914|0-19|All Races|Male and Female|2001|8.0|9.4|8.7
1.9|2.5|2.2|163|II(c) Burkitt lymphoma|74755914|0-19|All Races|Male and Female|2001|1.9|2.5|2.2
0.6|1.0|0.8|60|II(d) Miscellaneous lymphoreticular neoplasms|74755914|0-19|All Races|Male and Female|2001|0.6|1.0|0.8
0.3|0.7|0.5|36|II(e) Unspecified lymphomas|74755914|0-19|All Races|Male and Female|2001|0.3|0.7|0.5
28.7|31.2|29.9|2232|III CNS and misc intracranial and intraspinal neoplasms|74755914|0-19|All Races|Male and Female|2001|28.6|31.1|29.9
2.1|2.8|2.5|184|III(a) Ependymomas and choroid plexus tumor|74755914|0-19|All Races|Male and Female|2001|2.1|2.8|2.5
14.0|15.7|14.8|1105|III(b) Astrocytomas|74755914|0-19|All Races|Male and Female|2001|13.9|15.7|14.8
6.1|7.2|6.6|494|III(c) Intracranial and intraspinal embryonal tumors|74755914|0-19|All Races|Male and Female|2001|6.0|7.2|6.6
4.6|5.6|5.0|377|III(d) Other gliomas|74755914|0-19|All Races|Male and Female|2001|4.5|5.6|5.0
0.4|0.8|0.6|44|III(e) Other specified intracranial & intraspinal neoplasms|74755914|0-19|All Races|Male and Female|2001|0.4|0.8|0.6
0.2|0.5|0.4|28|III(f) Unspecified intracranial and intraspinal neoplasms|74755914|0-19|All Races|Male and Female|2001|0.2|0.5|0.4
8.3|9.7|9.0|671|IV Neuroblastoma and other peripheral nervous cell tumors|74755914|0-19|All Races|Male and Female|2001|8.3|9.7|9.0
8.2|9.5|8.8|659|IV(a) Neuroblastoma and ganglioneuroblastoma|74755914|0-19|All Races|Male and Female|2001|8.2|9.5|8.8
~|~|~|~|IV(b) Other peripheral nervous cell tumors|74755914|0-19|All Races|Male and Female|2001|~|~|~
11.0|12.6|11.8|881|IX Soft tissue and other extraosseous sarcomas|74755914|0-19|All Races|Male and Female|2001|11.0|12.6|11.8
4.4|5.5|4.9|366|IX(a) Rhabdomyosarcomas|74755914|0-19|All Races|Male and Female|2001|4.4|5.4|4.9
1.2|1.8|1.5|111|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|74755914|0-19|All Races|Male and Female|2001|1.2|1.8|1.5
~|~|~|~|IX(c) Kaposi sarcoma|74755914|0-19|All Races|Male and Female|2001|~|~|~
3.6|4.5|4.0|303|IX(d) Other specified soft tissue sarcomas|74755914|0-19|All Races|Male and Female|2001|3.6|4.5|4.1
1.1|1.6|1.3|98|IX(e) Unspecified soft tissue sarcomas|74755914|0-19|All Races|Male and Female|2001|1.1|1.6|1.3
0.2|0.4|0.3|20|Not classified by ICCC|74755914|0-19|All Races|Male and Female|2001|0.2|0.4|0.3
2.9|3.7|3.3|245|V Retinoblastoma|74755914|0-19|All Races|Male and Female|2001|2.9|3.7|3.3
6.1|7.3|6.7|498|VI Renal tumors|74755914|0-19|All Races|Male and Female|2001|6.1|7.3|6.7
5.6|6.7|6.1|455|VI(a) Nephroblastoma and other nonepithelial renal tumors|74755914|0-19|All Races|Male and Female|2001|5.5|6.7|6.1
0.4|0.7|0.5|41|VI(b) Renal carcinomas|74755914|0-19|All Races|Male and Female|2001|0.4|0.7|0.5
~|~|~|~|VI(c) Unspecified malignant renal tumors|74755914|0-19|All Races|Male and Female|2001|~|~|~
1.5|2.1|1.8|135|VII Hepatic tumors|74755914|0-19|All Races|Male and Female|2001|1.5|2.1|1.8
1.0|1.6|1.3|96|VII(a) Hepatoblastoma|74755914|0-19|All Races|Male and Female|2001|1.0|1.6|1.3
0.4|0.7|0.5|38|VII(b) Hepatic carcinomas|74755914|0-19|All Races|Male and Female|2001|0.4|0.7|0.5
~|~|~|~|VII(c) Unspecified malignant hepatic tumors|74755914|0-19|All Races|Male and Female|2001|~|~|~
8.8|10.2|9.5|714|VIII Malignant bone tumors|74755914|0-19|All Races|Male and Female|2001|8.9|10.3|9.6
4.6|5.7|5.1|385|VIII(a) Osteosarcomas|74755914|0-19|All Races|Male and Female|2001|4.6|5.7|5.2
0.2|0.5|0.3|26|VIII(b) Chondrosarcomas|74755914|0-19|All Races|Male and Female|2001|0.2|0.5|0.3
3.1|3.9|3.5|260|VIII(c) Ewing tumor and related sarcomas of bone|74755914|0-19|All Races|Male and Female|2001|3.1|3.9|3.5
0.3|0.6|0.4|32|VIII(d) Other specified malignant bone tumors|74755914|0-19|All Races|Male and Female|2001|0.3|0.6|0.4
~|~|~|~|VIII(e) Unspecified malignant bone tumors|74755914|0-19|All Races|Male and Female|2001|~|~|~
9.8|11.2|10.5|788|X Germ cell, trophoblastic tumors & neoplasms of gonads|74755914|0-19|All Races|Male and Female|2001|9.8|11.3|10.5
1.3|1.9|1.6|121|X(a) Intracranial & intraspinal germ cell tumors|74755914|0-19|All Races|Male and Female|2001|1.3|1.9|1.6
1.3|1.9|1.6|121|X(b) Malignant extracranial & extragonadal germ cell tumors|74755914|0-19|All Races|Male and Female|2001|1.3|1.9|1.6
6.1|7.2|6.6|498|X(c) Malignant gonadal germ cell tumors|74755914|0-19|All Races|Male and Female|2001|6.1|7.3|6.7
0.2|0.5|0.3|25|X(d) Gonadal carcinomas|74755914|0-19|All Races|Male and Female|2001|0.2|0.5|0.3
0.2|0.5|0.3|23|X(e) Other and unspecified malignant gonadal tumors|74755914|0-19|All Races|Male and Female|2001|0.2|0.5|0.3
