AGE|AGE_ADJUSTED_CI_LOWER|AGE_ADJUSTED_CI_UPPER|AGE_ADJUSTED_RATE|BEHAVIOR|COUNT|POPULATION|SEX|SITE|YEAR|CRUDE_CI_LOWER|CRUDE_CI_UPPER|CRUDE_RATE
20+|8.6|9.0|8.8|Malignant|9337|106309806|Male|Tumors of Neuroepthelial Tissue|2009|8.6|9.0|8.8
20+|0.5|0.6|0.5|Benign/Borderline|558|106608980|Male|Tumors of Neuroepthelial Tissue|2010|0.5|0.6|0.5
20+|8.3|8.7|8.5|Malignant|9142|106608980|Male|Tumors of Neuroepthelial Tissue|2010|8.4|8.8|8.6
20+|3.3|3.5|3.4|Benign/Borderline|3221|97519135|Male|Tumors of Sellar Region|2004|3.2|3.4|3.3
20+|0.0|0.0|0.0|Malignant|18|97519135|Male|Tumors of Sellar Region|2004|0.0|0.0|0.0
20+|3.6|3.8|3.7|Benign/Borderline|3569|98707416|Male|Tumors of Sellar Region|2005|3.5|3.7|3.6
20+|~|~|~|Malignant|~|98707416|Male|Tumors of Sellar Region|2005|~|~|~
20+|3.7|4.0|3.8|Benign/Borderline|3772|99938602|Male|Tumors of Sellar Region|2006|3.7|3.9|3.8
20+|0.0|0.0|0.0|Malignant|18|99938602|Male|Tumors of Sellar Region|2006|0.0|0.0|0.0
20+|4.1|4.2|4.2|Benign/Borderline|21027|506533467|Male|Tumors of Sellar Region|2006-2010|4.1|4.2|4.2
20+|0.0|0.0|0.0|Malignant|64|506533467|Male|Tumors of Sellar Region|2006-2010|0.0|0.0|0.0
20+|3.9|4.2|4.0|Benign/Borderline|4141|103846993|Male|Tumors of Sellar Region|2007|3.9|4.1|4.0
20+|0.0|0.0|0.0|Malignant|24|103846993|Male|Tumors of Sellar Region|2007|0.0|0.0|0.0
20+|4.2|4.5|4.3|Benign/Borderline|4506|105077378|Male|Tumors of Sellar Region|2008|4.2|4.4|4.3
20+|~|~|~|Malignant|~|105077378|Male|Tumors of Sellar Region|2008|~|~|~
20+|4.3|4.5|4.4|Benign/Borderline|4666|106309806|Male|Tumors of Sellar Region|2009|4.3|4.5|4.4
20+|~|~|~|Malignant|~|106309806|Male|Tumors of Sellar Region|2009|~|~|~
20+|4.1|4.4|4.2|Benign/Borderline|4550|106608980|Male|Tumors of Sellar Region|2010|4.1|4.4|4.3
20+|~|~|~|Malignant|~|106608980|Male|Tumors of Sellar Region|2010|~|~|~
20+|5.2|5.5|5.4|Benign/Borderline|4862|97519135|Male|Tumors of the Meninges|2004|4.8|5.1|5.0
20+|0.2|0.2|0.2|Malignant|189|97519135|Male|Tumors of the Meninges|2004|0.2|0.2|0.2
20+|5.8|6.1|5.9|Benign/Borderline|5418|98707416|Male|Tumors of the Meninges|2005|5.3|5.6|5.5
20+|0.2|0.2|0.2|Malignant|182|98707416|Male|Tumors of the Meninges|2005|0.2|0.2|0.2
20+|6.0|6.3|6.2|Benign/Borderline|5729|99938602|Male|Tumors of the Meninges|2006|5.6|5.9|5.7
20+|0.2|0.2|0.2|Malignant|172|99938602|Male|Tumors of the Meninges|2006|0.1|0.2|0.2
20+|6.4|6.5|6.4|Benign/Borderline|30880|506533467|Male|Tumors of the Meninges|2006-2010|6.0|6.2|6.1
20+|0.2|0.2|0.2|Malignant|866|506533467|Male|Tumors of the Meninges|2006-2010|0.2|0.2|0.2
20+|6.0|6.3|6.2|Benign/Borderline|5999|103846993|Male|Tumors of the Meninges|2007|5.6|5.9|5.8
20+|0.2|0.2|0.2|Malignant|213|103846993|Male|Tumors of the Meninges|2007|0.2|0.2|0.2
20+|6.4|6.7|6.5|Benign/Borderline|6518|105077378|Male|Tumors of the Meninges|2008|6.1|6.4|6.2
20+|0.2|0.2|0.2|Malignant|185|105077378|Male|Tumors of the Meninges|2008|0.2|0.2|0.2
20+|6.6|6.9|6.8|Benign/Borderline|6855|106309806|Male|Tumors of the Meninges|2009|6.3|6.6|6.4
20+|0.1|0.2|0.2|Malignant|180|106309806|Male|Tumors of the Meninges|2009|0.1|0.2|0.2
20+|6.3|6.6|6.4|Benign/Borderline|6577|106608980|Male|Tumors of the Meninges|2010|6.0|6.3|6.2
20+|0.1|0.2|0.1|Malignant|138|106608980|Male|Tumors of the Meninges|2010|0.1|0.2|0.1
20+|0.6|0.7|0.7|Benign/Borderline|595|97519135|Male|Unclassified Tumors|2004|0.6|0.7|0.6
20+|0.7|0.8|0.7|Malignant|605|97519135|Male|Unclassified Tumors|2004|0.6|0.7|0.6
20+|0.8|0.9|0.9|Benign/Borderline|777|98707416|Male|Unclassified Tumors|2005|0.7|0.8|0.8
20+|0.6|0.8|0.7|Malignant|597|98707416|Male|Unclassified Tumors|2005|0.6|0.7|0.6
20+|0.8|0.9|0.8|Benign/Borderline|794|99938602|Male|Unclassified Tumors|2006|0.7|0.9|0.8
20+|0.6|0.7|0.6|Malignant|563|99938602|Male|Unclassified Tumors|2006|0.5|0.6|0.6
20+|0.9|0.9|0.9|Benign/Borderline|4321|506533467|Male|Unclassified Tumors|2006-2010|0.8|0.9|0.9
20+|0.6|0.7|0.6|Malignant|2861|506533467|Male|Unclassified Tumors|2006-2010|0.5|0.6|0.6
20+|0.8|0.9|0.8|Benign/Borderline|810|103846993|Male|Unclassified Tumors|2007|0.7|0.8|0.8
20+|0.6|0.7|0.6|Malignant|575|103846993|Male|Unclassified Tumors|2007|0.5|0.6|0.6
20+|0.8|0.9|0.9|Benign/Borderline|882|105077378|Male|Unclassified Tumors|2008|0.8|0.9|0.8
20+|0.6|0.7|0.7|Malignant|629|105077378|Male|Unclassified Tumors|2008|0.6|0.6|0.6
20+|0.9|1.0|0.9|Benign/Borderline|960|106309806|Male|Unclassified Tumors|2009|0.8|1.0|0.9
20+|0.6|0.7|0.7|Malignant|640|106309806|Male|Unclassified Tumors|2009|0.6|0.7|0.6
20+|0.9|1.0|0.9|Benign/Borderline|962|106608980|Male|Unclassified Tumors|2010|0.8|1.0|0.9
20+|0.5|0.6|0.6|Malignant|541|106608980|Male|Unclassified Tumors|2010|0.5|0.6|0.5
20+|0.1|0.1|0.1|Benign/Borderline|87|97519135|Male|Unique astrocytoma variants|2004|0.1|0.1|0.1
20+|~|~|~|Malignant|~|97519135|Male|Unique astrocytoma variants|2004|~|~|~
20+|0.1|0.1|0.1|Benign/Borderline|101|98707416|Male|Unique astrocytoma variants|2005|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|16|98707416|Male|Unique astrocytoma variants|2005|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|125|99938602|Male|Unique astrocytoma variants|2006|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|23|99938602|Male|Unique astrocytoma variants|2006|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|647|506533467|Male|Unique astrocytoma variants|2006-2010|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|138|506533467|Male|Unique astrocytoma variants|2006-2010|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|115|103846993|Male|Unique astrocytoma variants|2007|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|26|103846993|Male|Unique astrocytoma variants|2007|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|133|105077378|Male|Unique astrocytoma variants|2008|0.1|0.2|0.1
20+|0.0|0.0|0.0|Malignant|33|105077378|Male|Unique astrocytoma variants|2008|0.0|0.0|0.0
20+|0.1|0.2|0.1|Benign/Borderline|141|106309806|Male|Unique astrocytoma variants|2009|0.1|0.2|0.1
20+|0.0|0.0|0.0|Malignant|37|106309806|Male|Unique astrocytoma variants|2009|0.0|0.0|0.0
20+|0.1|0.2|0.1|Benign/Borderline|152|106608980|Male|Unique astrocytoma variants|2010|0.1|0.2|0.1
20+|0.0|0.0|0.0|Malignant|22|106608980|Male|Unique astrocytoma variants|2010|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|23|201940510|Male and Female|All other|2004|0.0|0.0|0.0
20+|~|~|~|Malignant|~|201940510|Male and Female|All other|2004|~|~|~
20+|0.0|0.0|0.0|Benign/Borderline|28|204277973|Male and Female|All other|2005|0.0|0.0|0.0
20+|~|~|~|Malignant|~|204277973|Male and Female|All other|2005|~|~|~
20+|0.0|0.0|0.0|Benign/Borderline|39|206695520|Male and Female|All other|2006|0.0|0.0|0.0
20+|~|~|~|Malignant|~|206695520|Male and Female|All other|2006|~|~|~
20+|0.0|0.0|0.0|Benign/Borderline|144|1046796686|Male and Female|All other|2006-2010|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|45|1046796686|Male and Female|All other|2006-2010|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|25|214708498|Male and Female|All other|2007|0.0|0.0|0.0
20+|~|~|~|Malignant|~|214708498|Male and Female|All other|2007|~|~|~
20+|0.0|0.0|0.0|Benign/Borderline|35|217163688|Male and Female|All other|2008|0.0|0.0|0.0
20+|~|~|~|Malignant|~|217163688|Male and Female|All other|2008|~|~|~
20+|0.0|0.0|0.0|Benign/Borderline|25|219643708|Male and Female|All other|2009|0.0|0.0|0.0
20+|~|~|~|Malignant|~|219643708|Male and Female|All other|2009|~|~|~
20+|0.0|0.0|0.0|Benign/Borderline|23|220136827|Male and Female|All other|2010|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|23|220136827|Male and Female|All other|2010|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|201940510|Male and Female|Anaplastic astrocytoma|2004|~|~|~
20+|0.6|0.6|0.6|Malignant|1188|201940510|Male and Female|Anaplastic astrocytoma|2004|0.6|0.6|0.6
20+|~|~|~|Benign/Borderline|~|204277973|Male and Female|Anaplastic astrocytoma|2005|~|~|~
20+|0.5|0.6|0.6|Malignant|1147|204277973|Male and Female|Anaplastic astrocytoma|2005|0.5|0.6|0.6
20+|~|~|~|Benign/Borderline|~|206695520|Male and Female|Anaplastic astrocytoma|2006|~|~|~
20+|0.5|0.6|0.6|Malignant|1151|206695520|Male and Female|Anaplastic astrocytoma|2006|0.5|0.6|0.6
20+|~|~|~|Benign/Borderline|~|1046796686|Male and Female|Anaplastic astrocytoma|2006-2010|~|~|~
20+|0.5|0.6|0.5|Malignant|5719|1046796686|Male and Female|Anaplastic astrocytoma|2006-2010|0.5|0.6|0.5
20+|~|~|~|Benign/Borderline|~|214708498|Male and Female|Anaplastic astrocytoma|2007|~|~|~
20+|0.5|0.6|0.5|Malignant|1171|214708498|Male and Female|Anaplastic astrocytoma|2007|0.5|0.6|0.5
20+|~|~|~|Benign/Borderline|~|217163688|Male and Female|Anaplastic astrocytoma|2008|~|~|~
20+|0.5|0.6|0.5|Malignant|1183|217163688|Male and Female|Anaplastic astrocytoma|2008|0.5|0.6|0.5
20+|~|~|~|Benign/Borderline|~|219643708|Male and Female|Anaplastic astrocytoma|2009|~|~|~
20+|0.5|0.6|0.5|Malignant|1160|219643708|Male and Female|Anaplastic astrocytoma|2009|0.5|0.6|0.5
20+|~|~|~|Benign/Borderline|~|220136827|Male and Female|Anaplastic astrocytoma|2010|~|~|~
20+|0.5|0.6|0.5|Malignant|1186|220136827|Male and Female|Anaplastic astrocytoma|2010|0.5|0.6|0.5
20+|~|~|~|Benign/Borderline|~|201940510|Male and Female|Anaplastic oligodendroglioma|2004|~|~|~
20+|0.2|0.2|0.2|Malignant|368|201940510|Male and Female|Anaplastic oligodendroglioma|2004|0.2|0.2|0.2
20+|~|~|~|Benign/Borderline|~|204277973|Male and Female|Anaplastic oligodendroglioma|2005|~|~|~
20+|0.2|0.2|0.2|Malignant|352|204277973|Male and Female|Anaplastic oligodendroglioma|2005|0.2|0.2|0.2
20+|~|~|~|Benign/Borderline|~|206695520|Male and Female|Anaplastic oligodendroglioma|2006|~|~|~
20+|0.1|0.2|0.2|Malignant|332|206695520|Male and Female|Anaplastic oligodendroglioma|2006|0.1|0.2|0.2
20+|~|~|~|Benign/Borderline|~|1046796686|Male and Female|Anaplastic oligodendroglioma|2006-2010|~|~|~
20+|0.1|0.2|0.1|Malignant|1562|1046796686|Male and Female|Anaplastic oligodendroglioma|2006-2010|0.1|0.2|0.1
20+|~|~|~|Benign/Borderline|~|214708498|Male and Female|Anaplastic oligodendroglioma|2007|~|~|~
20+|0.1|0.2|0.2|Malignant|325|214708498|Male and Female|Anaplastic oligodendroglioma|2007|0.1|0.2|0.2
20+|~|~|~|Benign/Borderline|~|217163688|Male and Female|Anaplastic oligodendroglioma|2008|~|~|~
20+|0.1|0.2|0.2|Malignant|343|217163688|Male and Female|Anaplastic oligodendroglioma|2008|0.1|0.2|0.2
20+|~|~|~|Benign/Borderline|~|219643708|Male and Female|Anaplastic oligodendroglioma|2009|~|~|~
20+|0.1|0.2|0.1|Malignant|316|219643708|Male and Female|Anaplastic oligodendroglioma|2009|0.1|0.2|0.1
20+|~|~|~|Benign/Borderline|~|220136827|Male and Female|Anaplastic oligodendroglioma|2010|~|~|~
20+|0.1|0.2|0.1|Malignant|293|220136827|Male and Female|Anaplastic oligodendroglioma|2010|0.1|0.1|0.1
20+|~|~|~|Benign/Borderline|~|201940510|Male and Female|Astrocytoma, NOS|2004|~|~|~
20+|0.5|0.6|0.6|Malignant|1153|201940510|Male and Female|Astrocytoma, NOS|2004|0.5|0.6|0.6
20+|~|~|~|Benign/Borderline|~|204277973|Male and Female|Astrocytoma, NOS|2005|~|~|~
20+|0.5|0.6|0.6|Malignant|1130|204277973|Male and Female|Astrocytoma, NOS|2005|0.5|0.6|0.6
20+|~|~|~|Benign/Borderline|~|206695520|Male and Female|Astrocytoma, NOS|2006|~|~|~
20+|0.5|0.6|0.5|Malignant|1114|206695520|Male and Female|Astrocytoma, NOS|2006|0.5|0.6|0.5
20+|~|~|~|Benign/Borderline|~|1046796686|Male and Female|Astrocytoma, NOS|2006-2010|~|~|~
20+|0.5|0.5|0.5|Malignant|5167|1046796686|Male and Female|Astrocytoma, NOS|2006-2010|0.5|0.5|0.5
20+|~|~|~|Benign/Borderline|~|214708498|Male and Female|Astrocytoma, NOS|2007|~|~|~
20+|0.5|0.6|0.5|Malignant|1128|214708498|Male and Female|Astrocytoma, NOS|2007|0.5|0.6|0.5
20+|~|~|~|Benign/Borderline|~|217163688|Male and Female|Astrocytoma, NOS|2008|~|~|~
20+|0.5|0.5|0.5|Malignant|1082|217163688|Male and Female|Astrocytoma, NOS|2008|0.5|0.5|0.5
20+|~|~|~|Benign/Borderline|~|219643708|Male and Female|Astrocytoma, NOS|2009|~|~|~
20+|0.4|0.5|0.5|Malignant|1031|219643708|Male and Female|Astrocytoma, NOS|2009|0.4|0.5|0.5
20+|~|~|~|Benign/Borderline|~|220136827|Male and Female|Astrocytoma, NOS|2010|~|~|~
20+|0.4|0.5|0.5|Malignant|1008|220136827|Male and Female|Astrocytoma, NOS|2010|0.4|0.5|0.5
20+|0.0|0.0|0.0|Benign/Borderline|58|201940510|Male and Female|Choroid plexus|2004|0.0|0.0|0.0
20+|~|~|~|Malignant|~|201940510|Male and Female|Choroid plexus|2004|~|~|~
20+|0.0|0.0|0.0|Benign/Borderline|73|204277973|Male and Female|Choroid plexus|2005|0.0|0.0|0.0
20+|~|~|~|Malignant|~|204277973|Male and Female|Choroid plexus|2005|~|~|~
20+|0.0|0.0|0.0|Benign/Borderline|64|206695520|Male and Female|Choroid plexus|2006|0.0|0.0|0.0
20+|~|~|~|Malignant|~|206695520|Male and Female|Choroid plexus|2006|~|~|~
20+|0.0|0.0|0.0|Benign/Borderline|356|1046796686|Male and Female|Choroid plexus|2006-2010|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|32|1046796686|Male and Female|Choroid plexus|2006-2010|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|84|214708498|Male and Female|Choroid plexus|2007|0.0|0.0|0.0
20+|~|~|~|Malignant|~|214708498|Male and Female|Choroid plexus|2007|~|~|~
20+|0.0|0.0|0.0|Benign/Borderline|70|217163688|Male and Female|Choroid plexus|2008|0.0|0.0|0.0
20+|~|~|~|Malignant|~|217163688|Male and Female|Choroid plexus|2008|~|~|~
20+|0.0|0.0|0.0|Benign/Borderline|72|219643708|Male and Female|Choroid plexus|2009|0.0|0.0|0.0
20+|~|~|~|Malignant|~|219643708|Male and Female|Choroid plexus|2009|~|~|~
20+|0.0|0.0|0.0|Benign/Borderline|77|220136827|Male and Female|Choroid plexus|2010|0.0|0.0|0.0
20+|~|~|~|Malignant|~|220136827|Male and Female|Choroid plexus|2010|~|~|~
20+|0.2|0.2|0.2|Benign/Borderline|357|201940510|Male and Female|Craniopharyngioma|2004|0.2|0.2|0.2
20+|~|~|~|Malignant|~|201940510|Male and Female|Craniopharyngioma|2004|~|~|~
20+|0.2|0.2|0.2|Benign/Borderline|391|204277973|Male and Female|Craniopharyngioma|2005|0.2|0.2|0.2
20+|~|~|~|Malignant|~|204277973|Male and Female|Craniopharyngioma|2005|~|~|~
20+|0.2|0.2|0.2|Benign/Borderline|360|206695520|Male and Female|Craniopharyngioma|2006|0.2|0.2|0.2
20+|~|~|~|Malignant|~|206695520|Male and Female|Craniopharyngioma|2006|~|~|~
20+|0.2|0.2|0.2|Benign/Borderline|1886|1046796686|Male and Female|Craniopharyngioma|2006-2010|0.2|0.2|0.2
20+|~|~|~|Malignant|~|1046796686|Male and Female|Craniopharyngioma|2006-2010|~|~|~
20+|0.2|0.2|0.2|Benign/Borderline|390|214708498|Male and Female|Craniopharyngioma|2007|0.2|0.2|0.2
20+|~|~|~|Malignant|~|214708498|Male and Female|Craniopharyngioma|2007|~|~|~
20+|0.2|0.2|0.2|Benign/Borderline|393|217163688|Male and Female|Craniopharyngioma|2008|0.2|0.2|0.2
20+|~|~|~|Malignant|~|217163688|Male and Female|Craniopharyngioma|2008|~|~|~
20+|0.2|0.2|0.2|Benign/Borderline|403|219643708|Male and Female|Craniopharyngioma|2009|0.2|0.2|0.2
20+|~|~|~|Malignant|~|219643708|Male and Female|Craniopharyngioma|2009|~|~|~
20+|0.2|0.2|0.2|Benign/Borderline|402|220136827|Male and Female|Craniopharyngioma|2010|0.2|0.2|0.2
20+|~|~|~|Malignant|~|220136827|Male and Female|Craniopharyngioma|2010|~|~|~
20+|~|~|~|Benign/Borderline|~|201940510|Male and Female|Diffuse astrocytoma|2004|~|~|~
20+|0.1|0.1|0.1|Malignant|235|201940510|Male and Female|Diffuse astrocytoma|2004|0.1|0.1|0.1
20+|~|~|~|Benign/Borderline|~|204277973|Male and Female|Diffuse astrocytoma|2005|~|~|~
20+|0.1|0.1|0.1|Malignant|251|204277973|Male and Female|Diffuse astrocytoma|2005|0.1|0.1|0.1
20+|~|~|~|Benign/Borderline|~|206695520|Male and Female|Diffuse astrocytoma|2006|~|~|~
20+|0.1|0.1|0.1|Malignant|242|206695520|Male and Female|Diffuse astrocytoma|2006|0.1|0.1|0.1
20+|~|~|~|Benign/Borderline|~|1046796686|Male and Female|Diffuse astrocytoma|2006-2010|~|~|~
20+|0.1|0.1|0.1|Malignant|1393|1046796686|Male and Female|Diffuse astrocytoma|2006-2010|0.1|0.1|0.1
20+|~|~|~|Benign/Borderline|~|214708498|Male and Female|Diffuse astrocytoma|2007|~|~|~
20+|0.1|0.1|0.1|Malignant|280|214708498|Male and Female|Diffuse astrocytoma|2007|0.1|0.1|0.1
20+|~|~|~|Benign/Borderline|~|217163688|Male and Female|Diffuse astrocytoma|2008|~|~|~
20+|0.1|0.1|0.1|Malignant|287|217163688|Male and Female|Diffuse astrocytoma|2008|0.1|0.1|0.1
20+|~|~|~|Benign/Borderline|~|219643708|Male and Female|Diffuse astrocytoma|2009|~|~|~
20+|0.1|0.2|0.1|Malignant|318|219643708|Male and Female|Diffuse astrocytoma|2009|0.1|0.2|0.1
20+|~|~|~|Benign/Borderline|~|220136827|Male and Female|Diffuse astrocytoma|2010|~|~|~
20+|0.1|0.2|0.1|Malignant|299|220136827|Male and Female|Diffuse astrocytoma|2010|0.1|0.2|0.1
20+|~|~|~|Benign/Borderline|~|201940510|Male and Female|Embryonal/primitive/medulloblastoma|2004|~|~|~
20+|0.1|0.1|0.1|Malignant|158|201940510|Male and Female|Embryonal/primitive/medulloblastoma|2004|0.1|0.1|0.1
20+|~|~|~|Benign/Borderline|~|204277973|Male and Female|Embryonal/primitive/medulloblastoma|2005|~|~|~
20+|0.1|0.1|0.1|Malignant|179|204277973|Male and Female|Embryonal/primitive/medulloblastoma|2005|0.1|0.1|0.1
20+|~|~|~|Benign/Borderline|~|206695520|Male and Female|Embryonal/primitive/medulloblastoma|2006|~|~|~
20+|0.1|0.1|0.1|Malignant|160|206695520|Male and Female|Embryonal/primitive/medulloblastoma|2006|0.1|0.1|0.1
20+|~|~|~|Benign/Borderline|~|1046796686|Male and Female|Embryonal/primitive/medulloblastoma|2006-2010|~|~|~
20+|0.1|0.1|0.1|Malignant|963|1046796686|Male and Female|Embryonal/primitive/medulloblastoma|2006-2010|0.1|0.1|0.1
20+|~|~|~|Benign/Borderline|~|214708498|Male and Female|Embryonal/primitive/medulloblastoma|2007|~|~|~
20+|0.1|0.1|0.1|Malignant|209|214708498|Male and Female|Embryonal/primitive/medulloblastoma|2007|0.1|0.1|0.1
20+|~|~|~|Benign/Borderline|~|217163688|Male and Female|Embryonal/primitive/medulloblastoma|2008|~|~|~
20+|0.1|0.1|0.1|Malignant|206|217163688|Male and Female|Embryonal/primitive/medulloblastoma|2008|0.1|0.1|0.1
20+|~|~|~|Benign/Borderline|~|219643708|Male and Female|Embryonal/primitive/medulloblastoma|2009|~|~|~
20+|0.1|0.1|0.1|Malignant|230|219643708|Male and Female|Embryonal/primitive/medulloblastoma|2009|0.1|0.1|0.1
20+|~|~|~|Benign/Borderline|~|220136827|Male and Female|Embryonal/primitive/medulloblastoma|2010|~|~|~
20+|0.1|0.1|0.1|Malignant|186|220136827|Male and Female|Embryonal/primitive/medulloblastoma|2010|0.1|0.1|0.1
20+|0.1|0.1|0.1|Benign/Borderline|232|201940510|Male and Female|Ependymoma variants|2004|0.1|0.1|0.1
20+|~|~|~|Malignant|~|201940510|Male and Female|Ependymoma variants|2004|~|~|~
20+|0.1|0.1|0.1|Benign/Borderline|253|204277973|Male and Female|Ependymoma variants|2005|0.1|0.1|0.1
20+|~|~|~|Malignant|~|204277973|Male and Female|Ependymoma variants|2005|~|~|~
20+|0.1|0.2|0.1|Benign/Borderline|284|206695520|Male and Female|Ependymoma variants|2006|0.1|0.2|0.1
20+|~|~|~|Malignant|~|206695520|Male and Female|Ependymoma variants|2006|~|~|~
20+|0.1|0.1|0.1|Benign/Borderline|1231|1046796686|Male and Female|Ependymoma variants|2006-2010|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|20|1046796686|Male and Female|Ependymoma variants|2006-2010|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|244|214708498|Male and Female|Ependymoma variants|2007|0.1|0.1|0.1
20+|~|~|~|Malignant|~|214708498|Male and Female|Ependymoma variants|2007|~|~|~
20+|0.1|0.1|0.1|Benign/Borderline|248|217163688|Male and Female|Ependymoma variants|2008|0.1|0.1|0.1
20+|~|~|~|Malignant|~|217163688|Male and Female|Ependymoma variants|2008|~|~|~
20+|0.1|0.1|0.1|Benign/Borderline|243|219643708|Male and Female|Ependymoma variants|2009|0.1|0.1|0.1
20+|~|~|~|Malignant|~|219643708|Male and Female|Ependymoma variants|2009|~|~|~
20+|0.1|0.1|0.1|Benign/Borderline|255|220136827|Male and Female|Ependymoma variants|2010|0.1|0.1|0.1
20+|~|~|~|Malignant|~|220136827|Male and Female|Ependymoma variants|2010|~|~|~
20+|~|~|~|Benign/Borderline|~|201940510|Male and Female|Ependymoma/anaplastic ependymoma|2004|~|~|~
20+|0.2|0.3|0.3|Malignant|551|201940510|Male and Female|Ependymoma/anaplastic ependymoma|2004|0.3|0.3|0.3
20+|~|~|~|Benign/Borderline|~|204277973|Male and Female|Ependymoma/anaplastic ependymoma|2005|~|~|~
20+|0.3|0.3|0.3|Malignant|568|204277973|Male and Female|Ependymoma/anaplastic ependymoma|2005|0.3|0.3|0.3
20+|~|~|~|Benign/Borderline|~|206695520|Male and Female|Ependymoma/anaplastic ependymoma|2006|~|~|~
20+|0.2|0.3|0.3|Malignant|547|206695520|Male and Female|Ependymoma/anaplastic ependymoma|2006|0.2|0.3|0.3
20+|0.0|0.0|0.0|Benign/Borderline|55|1046796686|Male and Female|Ependymoma/anaplastic ependymoma|2006-2010|0.0|0.0|0.0
20+|0.3|0.3|0.3|Malignant|2858|1046796686|Male and Female|Ependymoma/anaplastic ependymoma|2006-2010|0.3|0.3|0.3
20+|~|~|~|Benign/Borderline|~|214708498|Male and Female|Ependymoma/anaplastic ependymoma|2007|~|~|~
20+|0.2|0.3|0.3|Malignant|558|214708498|Male and Female|Ependymoma/anaplastic ependymoma|2007|0.2|0.3|0.3
20+|~|~|~|Benign/Borderline|~|217163688|Male and Female|Ependymoma/anaplastic ependymoma|2008|~|~|~
20+|0.3|0.3|0.3|Malignant|612|217163688|Male and Female|Ependymoma/anaplastic ependymoma|2008|0.3|0.3|0.3
20+|~|~|~|Benign/Borderline|~|219643708|Male and Female|Ependymoma/anaplastic ependymoma|2009|~|~|~
20+|0.3|0.3|0.3|Malignant|643|219643708|Male and Female|Ependymoma/anaplastic ependymoma|2009|0.3|0.3|0.3
20+|~|~|~|Benign/Borderline|~|220136827|Male and Female|Ependymoma/anaplastic ependymoma|2010|~|~|~
20+|0.2|0.3|0.3|Malignant|570|220136827|Male and Female|Ependymoma/anaplastic ependymoma|2010|0.2|0.3|0.3
20+|0.0|0.0|0.0|Benign/Borderline|35|201940510|Male and Female|Germ Cell Tumors|2004|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|51|201940510|Male and Female|Germ Cell Tumors|2004|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|58|204277973|Male and Female|Germ Cell Tumors|2005|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|60|204277973|Male and Female|Germ Cell Tumors|2005|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|58|206695520|Male and Female|Germ Cell Tumors|2006|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|56|206695520|Male and Female|Germ Cell Tumors|2006|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|279|1046796686|Male and Female|Germ Cell Tumors|2006-2010|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|297|1046796686|Male and Female|Germ Cell Tumors|2006-2010|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|61|214708498|Male and Female|Germ Cell Tumors|2007|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|80|214708498|Male and Female|Germ Cell Tumors|2007|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|58|217163688|Male and Female|Germ Cell Tumors|2008|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|65|217163688|Male and Female|Germ Cell Tumors|2008|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|63|219643708|Male and Female|Germ Cell Tumors|2009|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|40|219643708|Male and Female|Germ Cell Tumors|2009|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|47|220136827|Male and Female|Germ Cell Tumors|2010|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|62|220136827|Male and Female|Germ Cell Tumors|2010|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|201940510|Male and Female|Glioblastoma|2004|~|~|~
20+|4.4|4.6|4.5|Malignant|9164|201940510|Male and Female|Glioblastoma|2004|4.4|4.6|4.5
